Date,Country/Region,Confirmed,Deaths
2020-04-21,Rwanda,150,0
2020-04-21,Saint Kitts and Nevis,15,0
2020-04-21,Saint Lucia,15,0
2020-04-21,Saint Vincent and the Grenadines,12,0
2020-04-21,San Marino,476,40
2020-04-21,Sao Tome and Principe,4,0
2020-04-21,Saudi Arabia,11631,109
2020-04-21,Senegal,412,5
2020-04-21,Serbia,6630,125
2020-04-21,Seychelles,11,0
2020-04-21,Sierra Leone,50,0
2020-04-21,Singapore,9125,11
2020-04-21,Slovakia,1199,14
2020-04-21,Slovenia,1344,77
2020-04-21,Somalia,286,8
2020-04-21,South Africa,3465,58
2020-04-21,South Sudan,4,0
2020-04-21,Spain,204178,21282
2020-04-21,Sri Lanka,310,7
2020-04-21,Sudan,107,12
2020-04-21,Suriname,10,1
2020-04-21,Sweden,15322,1765
2020-04-21,Switzerland,28063,1478
2020-04-21,Syria,42,3
2020-04-21,Taiwan,425,6
2020-04-21,Tanzania,254,10
2020-04-21,Thailand,2811,48
2020-04-21,Timor-Leste,23,0
2020-04-21,Togo,86,6
2020-04-21,Trinidad and Tobago,115,8
2020-04-21,Tunisia,884,38
2020-04-21,Turkey,95591,2259
2020-04-21,United States of America,811865,44444
2020-04-21,Uganda,61,0
2020-04-21,Ukraine,6125,161
2020-04-21,United Arab Emirates,7755,46
2020-04-21,United Kingdom,130172,17378
2020-04-21,Uruguay,535,11
2020-04-21,Uzbekistan,1678,6
2020-04-21,Venezuela,285,10
2020-04-21,Viet Nam,268,0
2020-04-21,West Bank and Gaza,466,4
2020-04-21,Western Sahara,6,0
2020-04-21,Yemen,1,0
2020-04-21,Zambia,70,3
2020-04-21,Zimbabwe,28,3
2020-04-21,Total,2549123,176583
2020-04-22,Afghanistan,1176,40
2020-04-22,Albania,634,27
2020-04-22,Algeria,2910,402
2020-04-22,Andorra,723,37
2020-04-22,Angola,25,2
2020-04-22,Antigua and Barbuda,24,3
2020-04-22,Argentina,3144,152
2020-04-22,Armenia,1473,24
2020-04-22,Australia,6547,67
2020-04-22,Austria,14925,510
2020-04-22,Azerbaijan,1518,20
2020-04-22,Bahams,65,9
2020-04-22,Bahrain,2027,7
2020-04-22,Bangladesh,3772,120
2020-04-22,Barbados,75,5
2020-04-22,Belarus,7281,58
2020-04-22,Belgium,41889,6262
2020-04-22,Belize,18,2
2020-04-22,Benin,54,1
2020-04-22,Bhutan,6,0
2020-04-22,Bolivia,609,37
2020-04-22,Bosnia and Herzegovina,1368,53
2020-04-22,Botswana,22,1
2020-04-22,Brazil,45757,2906
2020-04-22,Brunei,138,1
2020-04-22,Bulgaria,1024,49
2020-04-22,Burkina Faso,609,39
2020-04-22,Burma,123,5
2020-04-22,Burundi,11,1
2020-04-22,Cape Verde,73,1
2020-04-22,Cambodia,122,0
2020-04-22,Cameroon,1163,43
2020-04-22,Canada,41650,2077
2020-04-22,Central African Republic,14,0
2020-04-22,Chad,33,0
2020-04-22,Chile,11296,160
2020-04-22,China,83868,4636
2020-04-22,Colombia,4356,206
2020-04-22,Republic of the Congo,545,31
2020-04-22,Costa Rica,681,6
2020-04-22,Ivory Coast,952,14
2020-04-22,Croatia,1950,48
2020-04-22,Cuba,1189,40
2020-04-22,Cyprus,790,13
2020-04-22,Czech Republic,7132,208
2020-04-22,Denmark,8108,384
2020-04-22,Japan,12224,294
2020-04-22,Djibouti,974,2
2020-04-22,Dominica,16,0
2020-04-22,Dominican Republic,5300,260
2020-04-22,Ecuador,10850,537
2020-04-22,Egypt,3659,276
2020-04-22,El Salvador,237,7
2020-04-22,Equatorial Guinea,84,1
2020-04-22,Eritrea,39,0
2020-04-22,Estonia,1559,44
2020-04-22,Eswatini,31,1
2020-04-22,Ethiopia,116,3
2020-04-22,Fiji,18,0
2020-04-22,Finland,4129,149
2020-04-22,France,157125,21373
2020-04-22,Gabon,166,1
2020-04-22,Gambia,10,1
2020-04-22,Georgia,416,5
2020-04-22,Germany,150648,5279
2020-04-22,Ghana,1154,9
2020-04-22,Greece,2408,121
2020-04-22,Grenada,15,0
2020-04-22,Guatemala,316,8
2020-04-22,Guinea,761,6
2020-04-22,Guinea-Bissau,50,0
2020-04-22,Guyana,67,7
2020-04-22,Haiti,62,4
2020-04-22,Holy See,9,0
2020-04-22,Honduras,510,46
2020-04-22,Hungary,2168,225
2020-04-22,Iceland,1785,10
2020-04-22,India,21370,681
2020-04-22,Indonesia,7418,635
2020-04-22,Iran,85996,5391
2020-04-22,Iraq,1631,83
2020-04-22,Ireland,16671,769
2020-04-22,Israel,14498,189
2020-04-22,Italy,187327,25085
2020-04-22,Jamaica,233,6
2020-04-22,Jordan,435,7
2020-04-22,Kazakhstan,2135,19
2020-04-22,Kenya,303,14
2020-04-22,South Korea,10694,238
2020-04-22,Kosovo,510,12
2020-04-22,Kuwait,2248,13
2020-04-22,Kyrgyzstan,612,7
2020-04-22,Laos,19,0
2020-04-22,Latvia,761,11
2020-04-22,Lebanon,682,22
2020-04-22,Liberia,101,8
2020-04-22,Libya,59,1
2020-04-22,Liechtenstein,81,1
2020-04-22,Lithuania,1370,38
2020-04-22,Luxembourg,3654,80
2020-04-22,MS Zaandam,9,2
2020-04-22,Madagascar,121,0
2020-04-22,Malawi,23,3
2020-04-22,Malaysia,5532,93
2020-04-22,Maldives,86,0
2020-04-22,Mali,293,17
2020-04-22,Malta,444,3
2020-04-22,Mauritania,7,1
2020-04-22,Mauritius,329,9
2020-04-22,Mexico,9501,857
2020-04-22,Moldova,2778,75
2020-04-22,Monaco,94,3
2020-04-22,Mongolia,35,0
2020-04-22,Montenegro,315,5
2020-04-22,Morocco,3446,149
2020-04-22,Mozambique,41,0
2020-04-22,Namibia,16,0
2020-04-22,Nepal,45,0
2020-04-22,Netherlands,35032,4068
2020-04-22,New Zealand,1451,14
2020-04-22,Nicaragua,10,2
2020-04-22,Niger,662,22
2020-04-22,Nigeria,873,28
2020-04-22,North Macedonia,1259,56
2020-04-22,Norway,7338,187
2020-04-22,Oman,1614,8
2020-04-22,Pakistan,10076,212
2020-04-22,Panama,4821,141
2020-04-22,Papua New Guinea,8,0
2020-04-22,Paraguay,213,9
2020-04-22,Peru,19250,530
2020-04-22,Philippines,6710,446
2020-04-22,Poland,10169,426
2020-04-22,Portugal,21982,785
2020-04-22,Qatar,7141,10
2020-04-22,Romania,9710,524
2020-04-22,Russia,57999,513
2020-04-22,Rwanda,153,0
2020-04-22,Saint Kitts and Nevis,15,0
2020-04-22,Saint Lucia,15,0
2020-04-22,Saint Vincent and the Grenadines,13,0
2020-04-22,San Marino,488,40
2020-04-22,Sao Tome and Principe,4,0
2020-04-22,Saudi Arabia,12772,114
2020-04-22,Senegal,442,6
2020-04-22,Serbia,6630,125
2020-04-22,Seychelles,11,0
2020-04-22,Sierra Leone,61,0
2020-04-22,Singapore,10141,12
2020-04-22,Slovakia,1244,14
2020-04-22,Slovenia,1353,79
2020-04-22,Somalia,286,8
2020-04-22,South Africa,3635,65
2020-04-22,South Sudan,4,0
2020-04-22,Spain,208389,21717
2020-04-22,Sri Lanka,330,7
2020-04-22,Sudan,140,13
2020-04-22,Suriname,10,1
2020-04-22,Sweden,16004,1937
2020-04-22,Switzerland,28268,1509
2020-04-22,Syria,42,3
2020-04-22,Taiwan,426,6
2020-04-22,Tanzania,284,10
2020-04-22,Thailand,2826,49
2020-04-22,Timor-Leste,23,0
2020-04-22,Togo,88,6
2020-04-22,Trinidad and Tobago,115,8
2020-04-22,Tunisia,909,38
2020-04-22,Turkey,98674,2376
2020-04-22,United States of America,840220,46622
2020-04-22,Uganda,63,0
2020-04-22,Ukraine,6592,174
2020-04-22,United Arab Emirates,8238,52
2020-04-22,United Kingdom,134638,18151
2020-04-22,Uruguay,543,12
2020-04-22,Uzbekistan,1716,7
2020-04-22,Venezuela,288,10
2020-04-22,Viet Nam,268,0
2020-04-22,West Bank and Gaza,474,4
2020-04-22,Western Sahara,6,0
2020-04-22,Yemen,1,0
2020-04-22,Zambia,74,3
2020-04-22,Zimbabwe,28,4
2020-04-22,Total,2623960,183066
2020-04-23,Afghanistan,1279,42
2020-04-23,Albania,663,27
2020-04-23,Algeria,3007,407
2020-04-23,Andorra,723,37
2020-04-23,Angola,25,2
2020-04-23,Antigua and Barbuda,24,3
2020-04-23,Argentina,3435,165
2020-04-23,Armenia,1523,24
2020-04-23,Australia,6661,75
2020-04-23,Austria,15002,522
2020-04-23,Azerbaijan,1548,20
2020-04-23,Bahams,72,11
2020-04-23,Bahrain,2217,8
2020-04-23,Bangladesh,4186,127
2020-04-23,Barbados,76,6
2020-04-23,Belarus,8022,60
2020-04-23,Belgium,42797,6490
2020-04-23,Belize,18,2
2020-04-23,Benin,54,1
2020-04-23,Bhutan,7,0
2020-04-23,Bolivia,703,43
2020-04-23,Bosnia and Herzegovina,1413,54
2020-04-23,Botswana,22,1
2020-04-23,Brazil,50036,3331
2020-04-23,Brunei,138,1
2020-04-23,Bulgaria,1097,52
2020-04-23,Burkina Faso,616,41
2020-04-23,Burma,139,5
2020-04-23,Burundi,11,1
2020-04-23,Cape Verde,82,1
2020-04-23,Cambodia,122,0
2020-04-23,Cameroon,1334,43
2020-04-23,Canada,43286,2241
2020-04-23,Central African Republic,16,0
2020-04-23,Chad,33,0
2020-04-23,Chile,11812,168
2020-04-23,China,83884,4636
2020-04-23,Colombia,4561,215
2020-04-23,Republic of the Congo,563,31
2020-04-23,Costa Rica,686,6
2020-04-23,Ivory Coast,1004,14
2020-04-23,Croatia,1981,50
2020-04-23,Cuba,1235,43
2020-04-23,Cyprus,795,13
2020-04-23,Czech Republic,7187,210
2020-04-23,Denmark,8271,394
2020-04-23,Japan,13080,341
2020-04-23,Djibouti,986,2
2020-04-23,Dominica,16,0
2020-04-23,Dominican Republic,5543,265
2020-04-23,Ecuador,11183,560
2020-04-23,Egypt,3891,287
2020-04-23,El Salvador,250,8
2020-04-23,Equatorial Guinea,84,1
2020-04-23,Eritrea,39,0
2020-04-23,Estonia,1592,45
2020-04-23,Eswatini,31,1
2020-04-23,Ethiopia,116,3
2020-04-23,Fiji,18,0
2020-04-23,Finland,4284,172
2020-04-23,France,159460,21889
2020-04-23,Gabon,167,2
2020-04-23,Gambia,10,1
2020-04-23,Georgia,425,5
2020-04-23,Germany,153129,5575
2020-04-23,Ghana,1154,9
2020-04-23,Greece,2463,125
2020-04-23,Grenada,15,0
2020-04-23,Guatemala,384,11
2020-04-23,Guinea,862,6
2020-04-23,Guinea-Bissau,50,0
2020-04-23,Guyana,70,7
2020-04-23,Haiti,72,5
2020-04-23,Holy See,9,0
2020-04-23,Honduras,519,47
2020-04-23,Hungary,2284,239
2020-04-23,Iceland,1789,10
2020-04-23,India,23077,721
2020-04-23,Indonesia,7775,647
2020-04-23,Iran,87026,5481
2020-04-23,Iraq,1677,83
2020-04-23,Ireland,17607,794
2020-04-23,Israel,14803,192
2020-04-23,Italy,189973,25549
2020-04-23,Jamaica,257,6
2020-04-23,Jordan,437,7
2020-04-23,Kazakhstan,2289,20
2020-04-23,Kenya,320,14
2020-04-23,South Korea,10708,240
2020-04-23,Kosovo,510,12
2020-04-23,Kuwait,2399,14
2020-04-23,Kyrgyzstan,631,8
2020-04-23,Laos,19,0
2020-04-23,Latvia,778,11
2020-04-23,Lebanon,688,22
2020-04-23,Liberia,101,8
2020-04-23,Libya,60,2
2020-04-23,Liechtenstein,81,1
2020-04-23,Lithuania,1398,40
2020-04-23,Luxembourg,3665,83
2020-04-23,MS Zaandam,9,2
2020-04-23,Madagascar,121,0
2020-04-23,Malawi,33,3
2020-04-23,Malaysia,5603,95
2020-04-23,Maldives,108,0
2020-04-23,Mali,309,21
2020-04-23,Malta,445,3
2020-04-23,Mauritania,7,1
2020-04-23,Mauritius,331,9
2020-04-23,Mexico,11633,1069
2020-04-23,Moldova,2926,80
2020-04-23,Monaco,94,4
2020-04-23,Mongolia,36,0
2020-04-23,Montenegro,316,5
2020-04-23,Morocco,3568,155
2020-04-23,Mozambique,46,0
2020-04-23,Namibia,16,0
2020-04-23,Nepal,48,0
2020-04-23,Netherlands,35921,4192
2020-04-23,New Zealand,1456,17
2020-04-23,Nicaragua,11,3
2020-04-23,Niger,671,24
2020-04-23,Nigeria,981,31
2020-04-23,North Macedonia,1300,56
2020-04-23,Norway,7401,194
2020-04-23,Oman,1716,9
2020-04-23,Pakistan,11155,237
2020-04-23,Panama,5166,146
2020-04-23,Papua New Guinea,8,0
2020-04-23,Paraguay,213,9
2020-04-23,Peru,20914,572
2020-04-23,Philippines,6981,462
2020-04-23,Poland,10511,454
2020-04-23,Portugal,22353,820
2020-04-23,Qatar,7764,10
2020-04-23,Romania,10096,545
2020-04-23,Russia,62773,555
2020-04-23,Rwanda,154,0
2020-04-23,Saint Kitts and Nevis,15,0
2020-04-23,Saint Lucia,15,0
2020-04-23,Saint Vincent and the Grenadines,13,0
2020-04-23,San Marino,501,40
2020-04-23,Sao Tome and Principe,4,0
2020-04-23,Saudi Arabia,13930,121
2020-04-23,Senegal,479,6
2020-04-23,Serbia,6630,125
2020-04-23,Seychelles,11,0
2020-04-23,Sierra Leone,64,1
2020-04-23,Singapore,11178,12
2020-04-23,Slovakia,1325,15
2020-04-23,Slovenia,1366,79
2020-04-23,Somalia,328,16
2020-04-23,South Africa,3953,75
2020-04-23,South Sudan,5,0
2020-04-23,Spain,213024,22157
2020-04-23,Sri Lanka,368,7
2020-04-23,Sudan,174,16
2020-04-23,Suriname,10,1
2020-04-23,Sweden,16755,2021
2020-04-23,Switzerland,28496,1549
2020-04-23,Syria,42,3
2020-04-23,Taiwan,427,6
2020-04-23,Tanzania,284,10
2020-04-23,Thailand,2839,50
2020-04-23,Timor-Leste,23,0
2020-04-23,Togo,88,6
2020-04-23,Trinidad and Tobago,115,8
2020-04-23,Tunisia,918,38
2020-04-23,Turkey,101790,2491
2020-04-23,United States of America,869170,49954
2020-04-23,Uganda,74,0
2020-04-23,Ukraine,7170,187
2020-04-23,United Arab Emirates,8756,56
2020-04-23,United Kingdom,139246,18791
2020-04-23,Uruguay,557,12
2020-04-23,Uzbekistan,1758,7
2020-04-23,Venezuela,311,10
2020-04-23,Viet Nam,268,0
2020-04-23,West Bank and Gaza,480,4
2020-04-23,Western Sahara,6,0
2020-04-23,Yemen,1,0
2020-04-23,Zambia,76,3
2020-04-23,Zimbabwe,28,4
2020-04-23,Total,2708885,190858
2020-04-24,Afghanistan,1351,43
2020-04-24,Albania,678,27
2020-04-24,Algeria,3127,415
2020-04-24,Andorra,731,40
2020-04-24,Angola,25,2
2020-04-24,Antigua and Barbuda,24,3
2020-04-24,Argentina,3607,176
2020-04-24,Armenia,1596,27
2020-04-24,Australia,6677,79
2020-04-24,Austria,15071,530
2020-04-24,Azerbaijan,1592,21
2020-04-24,Bahams,73,11
2020-04-24,Bahrain,2518,8
2020-04-24,Bangladesh,4689,131
2020-04-24,Barbados,77,6
2020-04-24,Belarus,8773,63
2020-04-24,Belgium,44293,6679
2020-04-24,Belize,18,2
2020-04-24,Benin,54,1
2020-04-24,Bhutan,7,0
2020-04-24,Bolivia,807,44
2020-04-24,Bosnia and Herzegovina,1421,55
2020-04-24,Botswana,22,1
2020-04-24,Brazil,54043,3704
2020-04-24,Brunei,138,1
2020-04-24,Bulgaria,1234,54
2020-04-24,Burkina Faso,629,41
2020-04-24,Burma,144,5
2020-04-24,Burundi,11,1
2020-04-24,Cape Verde,88,1
2020-04-24,Cambodia,122,0
2020-04-24,Cameroon,1430,43
2020-04-24,Canada,44056,2386
2020-04-24,Central African Republic,16,0
2020-04-24,Chad,40,0
2020-04-24,Chile,12306,174
2020-04-24,China,83899,4636
2020-04-24,Colombia,4881,225
2020-04-24,Republic of the Congo,594,31
2020-04-24,Costa Rica,687,6
2020-04-24,Ivory Coast,1077,14
2020-04-24,Croatia,2009,51
2020-04-24,Cuba,1285,49
2020-04-24,Cyprus,804,14
2020-04-24,Czech Republic,7273,214
2020-04-24,Denmark,8408,403
2020-04-24,Japan,13541,358
2020-04-24,Djibouti,999,2
2020-04-24,Dominica,16,0
2020-04-24,Dominican Republic,5749,267
2020-04-24,Ecuador,22719,576
2020-04-24,Egypt,4092,294
2020-04-24,El Salvador,274,8
2020-04-24,Equatorial Guinea,214,1
2020-04-24,Eritrea,39,0
2020-04-24,Estonia,1605,46
2020-04-24,Eswatini,36,1
2020-04-24,Ethiopia,117,3
2020-04-24,Fiji,18,0
2020-04-24,Finland,4395,177
2020-04-24,France,159952,22279
2020-04-24,Gabon,172,3
2020-04-24,Gambia,10,1
2020-04-24,Georgia,444,5
2020-04-24,Germany,154999,5760
2020-04-24,Ghana,1279,10
2020-04-24,Greece,2490,130
2020-04-24,Grenada,15,0
2020-04-24,Guatemala,430,11
2020-04-24,Guinea,954,6
2020-04-24,Guinea-Bissau,52,0
2020-04-24,Guyana,73,7
2020-04-24,Haiti,72,6
2020-04-24,Holy See,9,0
2020-04-24,Honduras,591,55
2020-04-24,Hungary,2443,262
2020-04-24,Iceland,1789,10
2020-04-24,India,24530,780
2020-04-24,Indonesia,8211,689
2020-04-24,Iran,88194,5574
2020-04-24,Iraq,1708,86
2020-04-24,Ireland,18184,1014
2020-04-24,Israel,15058,194
2020-04-24,Italy,192994,25969
2020-04-24,Jamaica,288,7
2020-04-24,Jordan,441,7
2020-04-24,Kazakhstan,2482,25
2020-04-24,Kenya,336,14
2020-04-24,South Korea,10718,240
2020-04-24,Kosovo,510,12
2020-04-24,Kuwait,2614,15
2020-04-24,Kyrgyzstan,665,8
2020-04-24,Laos,19,0
2020-04-24,Latvia,784,12
2020-04-24,Lebanon,696,22
2020-04-24,Liberia,117,8
2020-04-24,Libya,61,2
2020-04-24,Liechtenstein,81,1
2020-04-24,Lithuania,1410,40
2020-04-24,Luxembourg,3695,85
2020-04-24,MS Zaandam,9,2
2020-04-24,Madagascar,122,0
2020-04-24,Malawi,33,3
2020-04-24,Malaysia,5691,96
2020-04-24,Maldives,129,0
2020-04-24,Mali,325,21
2020-04-24,Malta,447,3
2020-04-24,Mauritania,7,1
2020-04-24,Mauritius,331,9
2020-04-24,Mexico,12872,1221
2020-04-24,Moldova,3110,84
2020-04-24,Monaco,94,4
2020-04-24,Mongolia,37,0
2020-04-24,Montenegro,319,6
2020-04-24,Morocco,3758,158
2020-04-24,Mozambique,65,0
2020-04-24,Namibia,16,0
2020-04-24,Nepal,49,0
2020-04-24,Netherlands,36729,4304
2020-04-24,New Zealand,1461,18
2020-04-24,Nicaragua,11,3
2020-04-24,Niger,681,24
2020-04-24,Nigeria,1095,32
2020-04-24,North Macedonia,1326,57
2020-04-24,Norway,7463,199
2020-04-24,Oman,1790,10
2020-04-24,Pakistan,11940,253
2020-04-24,Panama,5338,154
2020-04-24,Papua New Guinea,8,0
2020-04-24,Paraguay,223,9
2020-04-24,Peru,21648,634
2020-04-24,Philippines,7192,477
2020-04-24,Poland,10892,494
2020-04-24,Portugal,22797,854
2020-04-24,Qatar,8525,10
2020-04-24,Romania,10417,567
2020-04-24,Russia,68622,615
2020-04-24,Rwanda,176,0
2020-04-24,Saint Kitts and Nevis,15,0
2020-04-24,Saint Lucia,15,0
2020-04-24,Saint Vincent and the Grenadines,14,0
2020-04-24,San Marino,513,40
2020-04-24,Sao Tome and Principe,4,0
2020-04-24,Saudi Arabia,15102,127
2020-04-24,Senegal,545,7
2020-04-24,Serbia,6630,125
2020-04-24,Seychelles,11,0
2020-04-24,Sierra Leone,82,2
2020-04-24,Singapore,12075,12
2020-04-24,Slovakia,1360,17
2020-04-24,Slovenia,1373,80
2020-04-24,Somalia,328,16
2020-04-24,South Africa,4220,79
2020-04-24,South Sudan,5,0
2020-04-24,Spain,219764,22524
2020-04-24,Sri Lanka,420,7
2020-04-24,Sudan,174,16
2020-04-24,Suriname,10,1
2020-04-24,Sweden,17567,2152
2020-04-24,Switzerland,28677,1589
2020-04-24,Syria,42,3
2020-04-24,Taiwan,428,6
2020-04-24,Tanzania,299,10
2020-04-24,Thailand,2907,51
2020-04-24,Timor-Leste,24,0
2020-04-24,Togo,90,6
2020-04-24,Trinidad and Tobago,115,8
2020-04-24,Tunisia,922,38
2020-04-24,Turkey,104912,2600
2020-04-24,United States of America,905333,51949
2020-04-24,Uganda,75,0
2020-04-24,Ukraine,7647,193
2020-04-24,United Arab Emirates,9281,64
2020-04-24,United Kingdom,144640,19567
2020-04-24,Uruguay,563,12
2020-04-24,Uzbekistan,1804,8
2020-04-24,Venezuela,318,10
2020-04-24,Viet Nam,270,0
2020-04-24,West Bank and Gaza,484,4
2020-04-24,Western Sahara,6,0
2020-04-24,Yemen,1,0
2020-04-24,Zambia,84,3
2020-04-24,Zimbabwe,29,4
2020-04-24,Total,2810715,197151
2020-04-25,Afghanistan,1463,47
2020-04-25,Albania,712,27
2020-04-25,Algeria,3256,419
2020-04-25,Andorra,738,40
2020-04-25,Angola,25,2
2020-04-25,Antigua and Barbuda,24,3
2020-04-25,Argentina,3780,185
2020-04-25,Armenia,1677,28
2020-04-25,Australia,6694,80
2020-04-25,Austria,15148,536
2020-04-25,Azerbaijan,1617,21
2020-04-25,Bahams,78,11
2020-04-25,Bahrain,2588,8
2020-04-25,Bangladesh,4998,140
2020-04-25,Barbados,79,6
2020-04-25,Belarus,9590,67
2020-04-25,Belgium,45325,6917
2020-04-25,Belize,18,2
2020-04-25,Benin,54,1
2020-04-25,Bhutan,7,0
2020-04-25,Bolivia,866,46
2020-04-25,Bosnia and Herzegovina,1486,57
2020-04-25,Botswana,22,1
2020-04-25,Brazil,59324,4057
2020-04-25,Brunei,138,1
2020-04-25,Bulgaria,1247,55
2020-04-25,Burkina Faso,629,41
2020-04-25,Burma,146,5
2020-04-25,Burundi,11,1
2020-04-25,Cape Verde,90,1
2020-04-25,Cambodia,122,0
2020-04-25,Cameroon,1518,53
2020-04-25,Canada,45493,2549
2020-04-25,Central African Republic,16,0
2020-04-25,Chad,46,0
2020-04-25,Chile,12858,181
2020-04-25,China,83909,4636
2020-04-25,Colombia,5142,233
2020-04-25,Republic of the Congo,616,34
2020-04-25,Costa Rica,693,6
2020-04-25,Ivory Coast,1077,14
2020-04-25,Croatia,2016,54
2020-04-25,Cuba,1337,51
2020-04-25,Cyprus,810,14
2020-04-25,Czech Republic,7352,218
2020-04-25,Denmark,8643,418
2020-04-25,Japan,13943,373
2020-04-25,Djibouti,1008,2
2020-04-25,Dominica,16,0
2020-04-25,Dominican Republic,5926,273
2020-04-25,Ecuador,22719,576
2020-04-25,Egypt,4319,307
2020-04-25,El Salvador,274,8
2020-04-25,Equatorial Guinea,258,1
2020-04-25,Eritrea,39,0
2020-04-25,Estonia,1635,46
2020-04-25,Eswatini,56,1
2020-04-25,Ethiopia,122,3
2020-04-25,Fiji,18,0
2020-04-25,Finland,4475,186
2020-04-25,France,161644,22648
2020-04-25,Gabon,176,3
2020-04-25,Gambia,10,1
2020-04-25,Georgia,456,5
2020-04-25,Germany,156513,5877
2020-04-25,Ghana,1279,10
2020-04-25,Greece,2506,130
2020-04-25,Grenada,18,0
2020-04-25,Guatemala,473,13
2020-04-25,Guinea,996,7
2020-04-25,Guinea-Bissau,52,0
2020-04-25,Guyana,73,7
2020-04-25,Haiti,72,6
2020-04-25,Holy See,9,0
2020-04-25,Honduras,627,59
2020-04-25,Hungary,2443,262
2020-04-25,Iceland,1790,10
2020-04-25,India,26283,825
2020-04-25,Indonesia,8607,720
2020-04-25,Iran,89328,5650
2020-04-25,Iraq,1763,86
2020-04-25,Ireland,18561,1063
2020-04-25,Israel,15298,199
2020-04-25,Italy,195351,26384
2020-04-25,Jamaica,305,7
2020-04-25,Jordan,444,7
2020-04-25,Kazakhstan,2601,25
2020-04-25,Kenya,343,14
2020-04-25,South Korea,10728,242
2020-04-25,Kosovo,510,12
2020-04-25,Kuwait,2892,19
2020-04-25,Kyrgyzstan,665,8
2020-04-25,Laos,19,0
2020-04-25,Latvia,804,12
2020-04-25,Lebanon,704,24
2020-04-25,Liberia,120,11
2020-04-25,Libya,61,2
2020-04-25,Liechtenstein,81,1
2020-04-25,Lithuania,1426,41
2020-04-25,Luxembourg,3711,85
2020-04-25,MS Zaandam,9,2
2020-04-25,Madagascar,123,0
2020-04-25,Malawi,33,3
2020-04-25,Malaysia,5742,98
2020-04-25,Maldives,177,0
2020-04-25,Mali,370,21
2020-04-25,Malta,448,4
2020-04-25,Mauritania,7,1
2020-04-25,Mauritius,331,9
2020-04-25,Mexico,13842,1305
2020-04-25,Moldova,3304,94
2020-04-25,Monaco,94,4
2020-04-25,Mongolia,37,0
2020-04-25,Montenegro,320,6
2020-04-25,Morocco,3897,159
2020-04-25,Mozambique,70,0
2020-04-25,Namibia,16,0
2020-04-25,Nepal,49,0
2020-04-25,Netherlands,37384,4424
2020-04-25,New Zealand,1470,18
2020-04-25,Nicaragua,12,3
2020-04-25,Niger,684,27
2020-04-25,Nigeria,1182,35
2020-04-25,North Macedonia,1367,59
2020-04-25,Norway,7499,201
2020-04-25,Oman,1905,10
2020-04-25,Pakistan,12723,269
2020-04-25,Panama,5538,159
2020-04-25,Papua New Guinea,8,0
2020-04-25,Paraguay,228,9
2020-04-25,Peru,25331,700
2020-04-25,Philippines,7294,494
2020-04-25,Poland,11273,524
2020-04-25,Portugal,23392,880
2020-04-25,Qatar,9358,10
2020-04-25,Romania,10635,601
2020-04-25,Russia,74588,681
2020-04-25,Rwanda,183,0
2020-04-25,Saint Kitts and Nevis,15,0
2020-04-25,Saint Lucia,15,0
2020-04-25,Saint Vincent and the Grenadines,14,0
2020-04-25,San Marino,513,40
2020-04-25,Sao Tome and Principe,4,0
2020-04-25,Saudi Arabia,16299,136
2020-04-25,Senegal,614,7
2020-04-25,Serbia,6630,125
2020-04-25,Seychelles,11,0
2020-04-25,Sierra Leone,82,2
2020-04-25,Singapore,12693,12
2020-04-25,Slovakia,1373,17
2020-04-25,Slovenia,1388,81
2020-04-25,Somalia,390,18
2020-04-25,South Africa,4361,86
2020-04-25,South Sudan,5,0
2020-04-25,Spain,223759,22902
2020-04-25,Sri Lanka,460,7
2020-04-25,Sudan,213,17
2020-04-25,Suriname,10,1
2020-04-25,Sweden,18177,2192
2020-04-25,Switzerland,28894,1599
2020-04-25,Syria,42,3
2020-04-25,Taiwan,429,6
2020-04-25,Tanzania,299,10
2020-04-25,Thailand,2907,51
2020-04-25,Timor-Leste,24,0
2020-04-25,Togo,96,6
2020-04-25,Trinidad and Tobago,115,8
2020-04-25,Tunisia,939,38
2020-04-25,Turkey,107773,2706
2020-04-25,United States of America,938154,53755
2020-04-25,Uganda,75,0
2020-04-25,Ukraine,8125,201
2020-04-25,United Arab Emirates,9813,71
2020-04-25,United Kingdom,149569,20381
2020-04-25,Uruguay,596,14
2020-04-25,Uzbekistan,1862,8
2020-04-25,Venezuela,323,10
2020-04-25,Viet Nam,270,0
2020-04-25,West Bank and Gaza,342,2
2020-04-25,Western Sahara,6,0
2020-04-25,Yemen,1,0
2020-04-25,Zambia,84,3
2020-04-25,Zimbabwe,31,4
2020-04-25,Total,2896746,202846
2020-04-26,Afghanistan,1531,50
2020-04-26,Albania,726,28
2020-04-26,Algeria,3382,425
2020-04-26,Andorra,738,40
2020-04-26,Angola,26,2
2020-04-26,Antigua and Barbuda,24,3
2020-04-26,Argentina,3892,192
2020-04-26,Armenia,1746,28
2020-04-26,Australia,6714,83
2020-04-26,Austria,15225,542
2020-04-26,Azerbaijan,1645,21
2020-04-26,Bahams,80,11
2020-04-26,Bahrain,2647,8
2020-04-26,Bangladesh,5416,145
2020-04-26,Barbados,79,6
2020-04-26,Belarus,10463,72
2020-04-26,Belgium,46134,7094
2020-04-26,Belize,18,2
2020-04-26,Benin,64,1
2020-04-26,Bhutan,7,0
2020-04-26,Bolivia,950,50
